-0.101519192	0.2	0.389858726	1	3.116151516	0.2	0.920547568	0.4	2.805829429	0.3
-0.311319703	0.2	0.938498999	0.8	2.902172066	0.2	0.767856428	0.5	1.867898378	0.6
-0.601814976	0.2	1.691109189	0.5	1.665057989	0.6	1.476034887	0.3	2.126698228	0.5
-1.318263562	0.6	2.269072468	0.4	3.10775703	0.2	1.365730033	0.3	2.761189431	0.3
-2.972601844	2	2.067545996	0.4	0.726274987	1	0.657667692	0.5	1.192063818	0.6
-0.179097286	0.2	0.561420978	1	2.857237776	0.3	-1.838602391	1	2.200296449	0.5
-1.381820673	0.6	2.244239159	0.4	1.549692916	0.6	1.360830002	0.3	2.653967668	0.4
-0.577135218	0.2	2.125883324	0.4	2.155975553	0.5	0.877382972	0.5	3.131425948	0.2
-0.143210873	0.2	1.601203024	0.5	2.364131533	0.4	1.490536068	0.3	1.90236983	0.6
-3.260491414	2	0.669394243	1	-0.22564406	1	1.223582876	0.4	2.972111581	0.2
-0.433021088	0.2	-0.38477281	1	2.560403368	0.4	1.599418011	0.2	2.703568904	0.4
-0.620665125	0.2	0.071675329	1	3.026174311	0.2	1.534743776	0.2	2.833734281	0.3
-1.203970386	0.4	2.197610035	0.4	2.875436866	0.3	1.018841997	0.4	2.886088273	0.3
-2.119827023	1	0.772298722	0.8	2.68368801	0.4	-2.922031163	1	3.202325051	0.2
-5.098523159	2	1.490655394	0.5	2.753736113	0.3	-0.597037281	1	1.425811127	0.6
-0.9874581	0.4	1.96975881	0.4	0.581414749	1	0.610544663	0.5	-0.22570261	1
-1.551311542	0.6	1.876070226	0.4	2.805373925	0.3	1.227602277	0.4	1.587469664	0.6
-0.773277533	0.3	1.61123329	0.5	3.178179427	0.2	1.257545032	0.3	0.107245607	1
-2.352796624	2	1.563177893	0.5	1.905992594	0.6	1.138519848	0.4	2.777336934	0.3
-0.054752168	0.2	-0.056114706	1	2.780983556	0.3	-0.056404557	1	3.031830337	0.2
-0.030072081	0.2	1.655973428	0.5	3.067401926	0.2	1.51263067	0.2	3.148247337	0.2
-0.24935775	0.2	1.975034542	0.4	2.99913669	0.2	1.417447287	0.3	2.301669276	0.5
-1.027831163	0.4	2.051751122	0.4	2.251363861	0.5	0.714597024	0.5	2.391115084	0.4
-0.541125716	0.2	0.987053025	0.8	2.428102152	0.4	1.440422393	0.3	1.628815431	0.6
-0.081038728	0.2	2.188174273	0.4	3.160181296	0.2	-0.354754732	1	0.582277595	1
-0.018472796	0.2	-3.905287618	1	1.823622078	0.6	-0.864933791	1	2.935472119	0.2
-1.871764395	1	2.238904157	0.4	1.754307391	0.6	1.111385826	0.4	1.047819597	1
-0.931324151	0.4	1.086463033	0.8	1.443713311	0.6	1.58599968	0.2	2.951832997	0.2
-0.405242689	0.2	0.329207991	1	2.646890123	0.4	0.051036562	1	3.044574646	0.2
-0.465060275	0.2	1.264054479	0.6	2.237974559	0.5	1.185289885	0.4	2.324742677	0.4
-0.510304727	0.2	2.170419993	0.4	2.725795409	0.3	-0.955502634	1	3.09354169	0.2
-0.213579985	0.2	2.151562058	0.4	1.123762248	0.6	0.115360511	1	2.068856449	0.6
-0.36110521	0.2	1.428993493	0.5	2.456248929	0.4	-0.365133925	1	1.269259816	0.6
-0.90789951	0.3	1.156071767	0.6	2.58897149	0.4	1.566966172	0.2	2.717908923	0.3
-1.25988708	0.6	1.800705519	0.4	2.966870166	0.2	0.968342677	0.4	1.986358909	0.6
-0.276861938	0.2	1.209594471	0.6	2.933782148	0.2	-0.165269176	1	2.607739324	0.4
-0.815893056	0.3	-1.515556135	1	1.950805498	0.6	1.323183969	0.3	2.184080616	0.5
-1.611083171	1	1.93647971	0.4	0.979610488	1	1.088331945	0.4	2.502920478	0.4
-0.352794771	0.2	1.762191867	0.5	2.115096421	0.5	0.874748264	0.5	3.177500339	0.2
-0.125535348	0.2	-0.5929506	1	2.502719283	0.4	1.403802032	0.3	2.468944452	0.4
-2.76473693	2	2.01813899	0.4	0.391463987	1	0.241549599	1	3.082784929	0.2
-1.11797062	0.4	2.291680037	0.4	2.602851371	0.4	0.831311081	0.5	0.897873465	1
-0.70638462	0.3	2.091474011	0.4	3.076874279	0.2	0.418444538	0.5	-0.739456635	1
-0.846082967	0.3	1.365387216	0.6	3.140276975	0.2	0.569068142	0.5	2.589925175	0.4
-2.160727117	1	1.314322058	0.6	2.01947	0.6	0.270646283	1	2.426773615	0.4
-1.5025392	0.6	1.466014056	0.5	3.212020006	0.2	1.036369682	0.4	2.890487356	0.2
-0.660747127	0.2	1.743890668	0.5	-2.360739765	1	1.281930537	0.3	2.997126187	0.2
-1.756852184	1	1.841910298	0.4	2.308929435	0.4	-1.588515356	1	3.195993119	0.2
-0.242315783	0.2	1.905594245	0.4	2.978942404	0.2	0.365256432	1	2.544811206	0.4
-0.157968918	0.2	0.819066826	0.8	1.309847004	0.6	0.512134568	0.5	1.751176563	0.6
